TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK_x,W_RANK_x,L_RANK_x,W_PCT_RANK_x,MIN_RANK_x,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,TeamID,ClinchedPlayoffBirth,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,82,41,41,0.5,3971.0,113.9,115.5,113.6,115.4,0.3,0.1,0.56,1.93,17.6,0.289,0.717,0.5,0.126,0.541,0.579,103.1,101.56,84.63,8407,0.5,1,17,17,17,8,7,22,19,28,6,22,11,18,16,3,19,19,6,17,1610612737,1,Atlanta Hawks,82,41,41,0.5,3971.0,3658,7574,0.483,882,2505,0.352,1513,1850,0.818,920,2719,3639,2049,1060.0,580,401,414,1541,1612,9711,24.0,1,17,17,17,8,1,3,9,26,28,21,16,20,3,9,12,10,18,3,18,12,21,6,19,3,18
1610612738,Boston Celtics,82,57,25,0.695,3996.0,115.7,117.3,108.8,110.6,7.0,6.7,0.632,2.0,19.1,0.255,0.746,0.506,0.133,0.566,0.6,100.6,99.15,82.63,8247,0.534,1,2,2,2,1,2,2,1,5,4,5,27,1,9,7,4,5,20,1,1610612738,1,Boston Celtics,82,57,25,0.695,3996.0,3460,7278,0.475,1315,3492,0.377,1436,1769,0.812,796,2921,3717,2186,1095.0,521,430,318,1542,1568,9671,535.0,1,2,2,2,1,13,15,14,2,2,6,24,28,4,20,3,7,7,7,27,6,4,7,25,4,1
1610612751,Brooklyn Nets,82,45,37,0.549,3946.0,113.0,114.6,110.9,113.5,2.1,1.1,0.616,1.86,18.9,0.234,0.689,0.472,0.139,0.562,0.598,100.7,98.77,82.31,8111,0.51,1,9,9,9,29,12,16,14,9,11,6,29,29,29,16,7,7,23,13,1610612751,1,Brooklyn Nets,82,45,37,0.549,3946.0,3399,6978,0.487,1048,2771,0.378,1449,1811,0.8,674,2648,3322,2093,1127.0,585,506,317,1730,1517,9295,70.0,1,9,9,9,29,21,28,7,9,13,5,19,25,7,29,20,29,13,14,16,1,3,25,28,20,15
1610612766,Charlotte Hornets,82,27,55,0.329,3966.0,106.7,108.4,112.6,114.7,-5.9,-6.3,0.609,1.77,17.8,0.276,0.717,0.491,0.139,0.516,0.551,103.3,101.47,84.56,8390,0.473,1,27,27,27,12,30,20,27,13,20,20,17,19,24,14,29,30,9,27,1610612766,0,Charlotte Hornets,82,27,55,0.329,3966.0,3385,7413,0.457,881,2669,0.33,1447,1932,0.749,901,2751,3652,2062,1164.0,634,425,471,1661,1667,9098,-512.0,1,27,27,27,12,22,6,29,27,18,29,20,17,27,12,10,9,17,17,9,8,29,17,13,27,27
1610612741,Chicago Bulls,82,40,42,0.488,3981.0,111.7,112.8,109.4,111.5,2.3,1.3,0.575,1.83,18.1,0.236,0.736,0.493,0.133,0.55,0.587,100.6,99.18,82.65,8225,0.512,1,19,19,19,4,24,5,13,23,14,17,28,3,22,8,12,12,18,9,1610612741,0,Chicago Bulls,82,40,42,0.488,3981.0,3488,7116,0.49,854,2367,0.361,1446,1788,0.809,694,2779,3473,2006,1097.0,644,371,389,1551,1537,9276,106.0,1,19,19,19,4,11,21,4,30,30,16,21,26,5,28,9,22,20,8,7,19,18,8,27,22,13
1610612739,Cleveland Cavaliers,82,51,31,0.622,3976.0,113.7,115.5,107.7,109.9,6.0,5.6,0.6,1.87,18.6,0.273,0.715,0.496,0.137,0.556,0.59,98.0,96.27,80.23,7972,0.531,1,5,5,5,5,8,1,2,17,10,11,20,20,20,12,9,9,30,2,1610612739,1,Cleveland Cavaliers,82,51,31,0.622,3976.0,3408,6984,0.488,950,2589,0.367,1439,1844,0.78,795,2574,3369,2045,1094.0,586,384,360,1560,1675,9205,441.0,1,5,5,5,5,20,27,5,19,24,12,23,21,19,22,25,25,19,6,15,14,13,9,10,25,2
1610612742,Dallas Mavericks,82,38,44,0.463,3986.0,114.3,115.9,114.0,116.1,0.3,-0.2,0.573,1.88,17.4,0.226,0.717,0.471,0.124,0.565,0.599,98.8,97.21,81.01,8082,0.487,1,21,21,21,3,6,25,20,25,8,24,30,17,30,2,5,6,28,23,1610612742,0,Dallas Mavericks,82,38,44,0.463,3986.0,3283,6909,0.475,1246,3362,0.371,1554,2057,0.755,625,2556,3181,1880,1002.0,514,304,312,1697,1789,9366,6.0,1,21,21,21,3,28,29,15,3,3,8,12,6,23,30,27,30,28,2,29,28,2,23,1,16,19
1610612743,Denver Nuggets,82,53,29,0.646,3951.0,115.0,116.8,111.7,113.5,3.3,3.3,0.663,1.99,20.5,0.289,0.727,0.514,0.147,0.573,0.601,100.3,98.74,82.28,8129,0.525,1,4,4,4,25,5,15,6,2,5,1,12,11,4,23,1,3,24,3,1610612743,1,Denver Nuggets,82,53,29,0.646,3951.0,3574,7088,0.504,969,2559,0.379,1378,1834,0.751,828,2699,3527,2368,1192.0,618,368,344,1525,1601,9495,273.0,1,4,4,4,25,3,22,1,18,25,4,27,24,26,17,15,19,2,20,11,20,10,4,23,12,6
1610612765,Detroit Pistons,82,17,65,0.207,3961.0,107.8,109.9,116.1,117.8,-8.2,-7.9,0.581,1.52,16.7,0.292,0.702,0.491,0.15,0.52,0.561,101.6,99.88,83.23,8231,0.449,1,30,30,30,18,28,27,28,22,29,28,8,27,23,26,27,26,13,30,1610612765,0,Detroit Pistons,82,17,65,0.207,3961.0,3244,7140,0.454,934,2659,0.351,1623,2106,0.771,916,2564,3480,1884,1237.0,574,308,453,1813,1718,9045,-674.0,1,30,30,30,18,29,19,30,20,19,22,4,2,21,10,26,21,27,25,20,27,27,30,3,29,29
1610612744,Golden State Warriors,82,44,38,0.537,3966.0,113.5,115.1,111.4,113.4,2.1,1.7,0.691,1.83,20.4,0.277,0.719,0.502,0.158,0.571,0.6,104.2,102.54,85.45,8472,0.51,1,11,11,11,12,10,14,11,1,13,2,16,16,14,29,3,4,1,12,1610612744,1,Golden State Warriors,82,44,38,0.537,3966.0,3538,7393,0.479,1363,3540,0.385,1314,1655,0.794,864,2793,3657,2446,1336.0,588,324,326,1756,1510,9753,148.0,1,11,11,11,12,5,8,12,1,1,2,29,30,9,14,7,8,1,30,14,25,6,28,30,2,11
